L0,-91,84.628
L0,-91,87.812
L0,-91,91.244
L0,-91,95.33
L0,-91,105.87100000000001
L0,-91,109.192
L0,-91,122.482
L0,-91,125.65599999999999
L0,-91,139.747
L0,-91,143.753
L0,-91,156.751
L0,-91,161.35399999999998
L0,-91,173.148
L0,-91,177.273
L0,-91,189.955
L0,-91,194.469
L0,-91,206.196
L0,-91,210.143
L0,-91,223.743
L0,-91,228.11200000000002
L0,-91,239.594
L0,-91,242.954
L0,-91,256.81
L0,-91,261.743
L0,-91,276.384
L0,-91,280.127
L0,-91,289.762
L0,-91,293.328
L0,-91,306.3
L0,-91,309.632
L0,-91,312.893
L0,-91,322.55699999999996
L0,-91,326.03900000000004
L0,-91,329.204
L0,-91,339.532
L0,-91,343.746
L0,-91,347.149
L0,-91,355.85699999999997
L0,-91,359.452
L0,-91,362.682
L0,-91,372.58000000000004
L0,-91,376.099
L0,-91,379.413
L0,-91,389.22200000000004
L0,-91,392.414
L0,-91,406.824
L0,-91,410.997
L0,-91,414.56100000000004
L0,-91,422.533
L0,-91,425.827
L0,-91,429.184
L0,-91,439.251
L0,-91,442.68600000000004
L0,-91,446.05400000000003
L0,-91,456.43
L0,-91,460.728
L0,-91,464.209
L0,-91,472.218
L0,-91,475.303
L0,-91,478.333
L0,-91,489.419
L0,-91,493.273
L0,-91,496.532
L0,-91,505.945
L0,-91,509.544
L0,-91,512.752
L0,-91,522.875
L0,-91,526.678
L0,-91,529.9430000000001
L0,-91,539.215
L0,-91,542.799
L0,-91,546.102
L0,-91,555.775
L0,-91,559.207
L0,-91,562.5210000000001
L0,-91,572.971
L0,-91,576.745
L0,-91,579.966
L0,-91,588.975
L0,-91,592.073
L0,-91,595.1619999999999
L0,-91,606.275
L0,-91,610.062
L0,-91,613.325
L0,-91,622.428
L0,-91,625.3140000000001
L0,-91,628.316
L0,-91,639.3720000000001
L0,-91,642.791
L0,-91,645.9580000000001
L0,-91,656.91
L0,-91,661.034
L0,-91,664.4409999999999
L0,-91,672.566
L0,-91,675.881
L0,-91,678.96
L0,-91,689.449
L0,-91,705.009
L0,-91,708.0840000000001
L0,-91,711.4580000000001
L0,-91,714.579
L0,-91,722.3119999999999
L0,-91,725.284
L0,-91,728.427
L0,-91,739.5749999999999
L0,-91,743.5580000000001
L0,-91,747.023
L0,-91,755.871
L0,-91,759.3259999999999
L0,-91,762.626
L0,-91,772.854
L0,-91,776.5849999999999
L0,-91,779.918
L0,-91,789.592
L0,-91,793.3580000000001
L0,-91,796.689
